Age.Group,Country,Weekly.Exercise.Sessions,Daily.Logins,Paid.Coaching
35-49,Canada,6.7,6.6,FALSE
35-49,Canada,3.1,6.7,TRUE
18-34,USA,6.8,6,FALSE
65+,USA,5.3,2.9,FALSE
35-49,USA,4.2,3.7,FALSE
50-64,USA,5.7,5.7,FALSE
18-34,USA,5.9,6,TRUE
35-49,Canada,9.2,10.3,TRUE
50-64,Mexico,3.4,1.7,FALSE
50-64,Mexico,3.9,2.2,FALSE
50-64,USA,4.8,2.7,FALSE
35-49,Mexico,7.9,12,TRUE
18-34,USA,8.2,8.6,FALSE
50-64,Canada,6.5,8.4,FALSE
50-64,Mexico,5,9.3,TRUE
18-34,USA,2.2,6.7,FALSE
18-34,USA,6.9,11,TRUE
50-64,Mexico,6.3,8.5,FALSE
18-34,USA,5.1,1.7,FALSE
18-34,USA,7.5,5.7,FALSE
50-64,USA,5.4,3.8,TRUE
18-34,USA,9.4,13,FALSE
18-34,USA,3.6,8.2,FALSE
18-34,USA,7.6,1.8,FALSE
50-64,USA,4.5,7.3,TRUE
18-34,Mexico,5.7,9,FALSE
18-34,USA,2.7,6.5,FALSE
50-64,USA,5.6,8,TRUE
35-49,USA,3.5,8.3,TRUE
18-34,Canada,9,9.3,FALSE
18-34,Canada,4.7,4.1,FALSE
50-64,USA,5.5,5.3,FALSE
65+,USA,5.5,7.8,TRUE
18-34,Canada,6.1,6.3,FALSE
18-34,USA,5.5,2.9,FALSE
50-64,Canada,0,4,FALSE
18-34,USA,4.8,3.1,TRUE
65+,USA,6.2,5.6,FALSE
65+,Canada,9.4,7.1,TRUE
35-49,Canada,3.1,9.6,TRUE
18-34,USA,6.7,10.1,TRUE
18-34,Canada,0,2.7,FALSE
18-34,USA,4.2,9.2,FALSE
18-34,USA,7,8.5,TRUE
18-34,USA,11,7.3,TRUE
35-49,USA,3.1,8,FALSE
35-49,USA,5.7,7.4,FALSE
35-49,Mexico,4.5,7.2,TRUE
65+,USA,3.4,2.1,FALSE
35-49,Mexico,3.8,8.4,TRUE
35-49,USA,3.5,8.9,TRUE
65+,USA,2.5,3.2,FALSE
18-34,USA,3,9.6,FALSE
18-34,Mexico,6.4,4,FALSE
65+,USA,5.9,4.8,FALSE
50-64,USA,4.1,6.9,TRUE
18-34,Canada,1.7,2.7,FALSE
65+,USA,7.6,11.2,TRUE
35-49,USA,4.8,8.2,FALSE
50-64,Mexico,2.9,4.4,FALSE
18-34,Mexico,10,3.9,FALSE
35-49,Canada,6.7,4.5,FALSE
65+,USA,4.6,6.8,FALSE
65+,Mexico,2.7,2.7,FALSE
35-49,Mexico,2.4,8.6,TRUE
50-64,USA,2.4,3.8,FALSE
50-64,USA,4.3,3.2,TRUE
18-34,USA,3.1,6.7,FALSE
50-64,USA,2.3,1.1,FALSE
65+,Canada,3.5,5.4,FALSE
35-49,Mexico,5.6,2,FALSE
18-34,Mexico,4,5.2,FALSE
50-64,Mexico,5.4,5.3,FALSE
65+,USA,1.5,4.1,FALSE
50-64,USA,3.5,1.6,FALSE
65+,USA,4.1,4.4,FALSE
35-49,USA,6.8,8.2,TRUE
18-34,USA,3.2,3,FALSE
65+,Mexico,1.6,3.6,FALSE
65+,Canada,5.3,6.5,TRUE
65+,Mexico,7,9.5,FALSE
35-49,Mexico,0,3.4,FALSE
65+,USA,11.9,6.9,TRUE
50-64,USA,6.5,2.1,FALSE
18-34,USA,6.1,9.6,TRUE
65+,Mexico,1.3,2.6,FALSE
35-49,USA,8.6,10.2,TRUE
35-49,USA,6.4,5,FALSE
50-64,Mexico,6.5,10.7,TRUE
35-49,Mexico,3.9,6.5,FALSE
35-49,USA,7.8,8.8,TRUE
65+,Canada,6,9.5,FALSE
35-49,Mexico,10.5,11.3,TRUE
35-49,USA,0.6,3.6,FALSE
65+,Canada,2.6,2.8,FALSE
65+,USA,0.6,5.2,FALSE
18-34,Mexico,4.8,6.6,TRUE
65+,Canada,1.6,4.8,FALSE
18-34,USA,8.4,2.6,FALSE
65+,USA,4.6,9.1,FALSE
18-34,USA,6.5,6.1,FALSE
18-34,Canada,5.7,3.2,FALSE
35-49,USA,6.9,8.2,FALSE
50-64,Mexico,3.2,8,FALSE
18-34,USA,5.4,6.3,TRUE
65+,Mexico,4.4,1.2,FALSE
18-34,Canada,8.7,7.5,FALSE
35-49,USA,9.1,9.8,FALSE
35-49,USA,5,4.8,TRUE
50-64,USA,0.2,2,FALSE
18-34,USA,6.9,5.5,FALSE
18-34,USA,4.3,8.9,FALSE
18-34,USA,8,7.9,TRUE
35-49,Canada,5.6,6.9,FALSE
65+,Mexico,2.4,8.9,FALSE
35-49,USA,5,3.8,FALSE
